Random1
First layer
-73.57424190470952+-8.076076236337341: 1.7763568394002505e-15
-50.24228351569705+3.390989138354258: 8.881784197001252e-16
-49.70950291317872+5.019618636277646: -2.6645352591003757e-15
-32.31347987002802+-17.127353421716734: 0.0
-30.31384429897647+4.483635421343089: 8.881784197001252e-16
-5.658546206367362+-3.3373846064780275: -4.440892098500626e-16
-11.509808929532758+-29.999176496959702: -1.7763568394002505e-15
-44.68988427690107+-128.3744217359422: 0.0
-21.094213665634726+-13.312435094474306: 3.552713678800501e-15
-12.523155109836896+-17.245771864475216: 0.0
-38.34985330845915+0.08967880280492442: -1.3739009929736312e-15
-93.57218129910765+-7.770750298951277: -6.217248937900877e-15
-3.411118515810992+-34.251013507936634: -1.3322676295501878e-15
26.52891192291339+0.6326592958651563: -3.3306690738754696e-16
13.197571954381113+-8.995930812845389: 0.0
-4.559773058303654+-1.9624422462568298: 4.440892098500626e-16
-101.34293159805893+2.280217835369322: -5.773159728050814e-15
-99.0627137626896+-146.99192360614273: 1.4210854715202004e-14
-3.5241383563978914+-6.012693483069155: 0.0
-173.06430601284328+17.158758732471426: 0.0
-6.5222153045604845+-9.536831839467046: 0.0
-6.92840909937195+4.77457179392602: 0.0
-61.38902385748956+1.4901179529870987: 0.0
-8.663163992417923+-7.5014835834704785: 8.881784197001252e-16
6.197634415414792+-21.240717597245297: -8.881784197001252e-16
-43.238719085787906+-41.50898542649246: 0.0
-1.2028709889711158+27.161571218778548: 1.5543122344752192e-15
-11.882537920919113+6.418011996458204: 0.0
20.87725084223564+-3.083384497826067: 0.0
-5.464525924460909+7.562174502196493: 0.0
-29.768926974312112+3.071731383342836: -4.440892098500626e-16
-16.05904714402753+-84.74770451228036: 0.0
-23.271221826554108+2.1449742785094803: 4.440892098500626e-16
25.95870022980743+-2.15383730544593: -8.881784197001252e-16
-53.41770456925458+1.5532164474005163: 6.661338147750939e-16
2.983721806283227+13.137603845421545: -8.881784197001252e-16
-2.0883695501571644+-2.891588306841414: 0.0
-16.164647575888402+-6.863820199819607: 0.0
4.201641141535724+17.460928541461744: 0.0
-81.65031814104687+-2.1403928686873637: -6.661338147750939e-15
-30.774474380617576+-246.05463736883235: -1.4210854715202004e-14
-36.75460585254484+-17.926489525593347: 0.0
-37.662132023747624+-49.44083329174475: 7.105427357601002e-15
2.097648577735584+-4.9799578569985785: 0.0
-26.697195590969276+-5.062388397550683: 8.881784197001252e-16
-2.8823092792629943+-1.4138098602764129: -4.440892098500626e-16
-15.043083181830504+-46.851294377342796: 0.0
16.195198715098325+-54.68109537813819: 3.552713678800501e-15
-23.02846777570801+-87.10296531549238: 0.0
-31.75958398851996+-9.405176387404184: 1.7763568394002505e-15
-100.8067516563079+-59.89890590450246: -7.105427357601002e-15
17.793866344409572+-25.830208877633382: 0.0
-160.70565756081035+-7.066712740616153: -1.3322676295501878e-14
-167.7723703014265+22.962602814353204: 0.0
-155.90554728037185+3.6811738650545243: 6.217248937900877e-15
-38.48589666303987+-7.761386844915038: -8.881784197001252e-16
-61.8943775591733+-0.7599055023737706: -1.5543122344752192e-15
-38.26017450565423+0.005594207170200129: 2.366162821232365e-15
-41.164760375924146+-8.03634253322381: 0.0
-46.247283507954904+23.8048629243615: 0.0
-152.22437341531733+-0.02218956840205647: 1.2954914918594795e-14
-21.126247548044628+9.318181305667688: 0.0
-62.65428306154707+-4.296119139539407: 0.0
-108.71675719590822+-66.95040220108648: 0.0
-175.6671593969947+32.133368104180136: 0.0
-143.53379129281456+-38.25458029848403: 0.0
-34.406648760109036+-5.6464422281567375: -8.881784197001252e-16
-152.2465629837194+-110.13143309120039: 0.0
-144.8097674870733+-49.201102909147956: -7.105427357601002e-15
-83.79071100973422+-11.80806624237694: -1.7763568394002505e-15
21.662569682997468+-51.864488121854066: 0.0
-276.8291117494499+-181.78837159129858: 0.0
-95.59877725211116+-194.01087039622124: -1.4210854715202004e-14
-262.3779960749198+-30.201918438856598: -1.7763568394002505e-14
-458.6174833407485+-22.442420583593403: -1.4210854715202004e-14
-292.5799145137764+-289.6096476483324: 5.684341886080802e-14
-481.0599039243419+-0.06712985919858139: 5.995204332975845e-15
-582.1895621621088+-40.05309098826577: 3.552713678800501e-14
-622.2426531503746+-481.12703378354047: 0.0
-1103.369686933915+16.121325651704772: -9.237055564881302e-14
-17.022465510576794+9.615410037899576: 0.0
0.9918198312770244+-0.15437504049365797: 5.551115123125783e-17
3.3326493492961133+-1.205460953222638: -2.220446049250313e-16
-5.426151470622954+6.8931526014397955: 0.0
1.4670011308168416+-0.8329836206860137: 0.0
3.5997261099432825+7.115164172140646: 0.0
2.0077866993067675+0.026098364411597467: -5.204170427930421e-17
19.104206574900775+-18.573784933108207: 0.0
-34.04207430075691+-0.027066827820447562: 6.626643678231403e-16
23.64216709721903+-29.975059297604986: 0.0
-26.399780014730197+1.16129603661935: -1.1102230246251565e-15
-5.2326269379443815+11.91336371214093: 0.0
0.11805357298021442+-0.17154931793594277: 0.0
0.8374447907833664+3.9715632593889336: -4.440892098500626e-16
6.680736774196548+-7.5225054159166564: 0.0
-32.92312432503524+-3.4468206107723827: 1.7763568394002505e-15
14.556593123175812+-15.791520818645544: 0.0
-19.625290474708375+0.04670789675689979: 3.3306690738754696e-16
-76.29559283495495+4.8090080501723005: 5.329070518200751e-15
-12.575271352619293+4.022294208533034: 8.881784197001252e-16
-3.3202664900799963+-36.64066022437576: -1.7763568394002505e-15
-28.676072764829797+-64.24371871220188: 0.0
-71.48658478478265+-4.9253944633312114: 4.440892098500626e-15
-1.1363119478029897+-9.331307790267513: -6.661338147750939e-16
-0.8417686417201082+0.8300668715271449: 0.0
-6.332892200385956+-4.876779748298011: 0.0
-20.849238310648786+-0.053495744955728355: 5.967448757360216e-16
13.471564925197411+-39.96092671445575: -1.7763568394002505e-15
1.8496583932176527+0.530421641792568: -2.220446049250313e-16
18.23382628442928+-54.5292202497107: 3.552713678800501e-15
-40.883302112847474+-1.620268561779014: -2.220446049250313e-16
-92.91979147703168+-0.38572255468831185: 2.4424906541753444e-15
-26.171904660767947+10.714890282083928: 0.0
-1.7806768960367343+-1.764564427669458: 0.0
0.05128851705983529+-6.004878028787928: -1.0408340855860843e-16
0.6340175101308279+-6.071819469254768: -4.440892098500626e-16
-89.38022800138441+-26.259586380919007: -3.552713678800501e-15
-11.740211358089711+-36.369944935807624: -1.7763568394002505e-15
-2.042594714637374+-15.749642228451405: -1.3322676295501878e-15
-25.238483978110846+-15.457014378684018: 0.0
-34.928528871858745+-1.9661724017914084: 2.6645352591003757e-15
-3.401778935922344+-5.953589511728093: -4.440892098500626e-16
-10.467619738070502+-18.325557538227187: 1.7763568394002505e-15
-33.46576876225008+-40.86575233835395: -7.105427357601002e-15
-2.9474966242006415+-20.7390896197601: 8.881784197001252e-16
-42.50357067462649+2.401454243436306: 8.881784197001252e-16
-19.578582577951476+3.5270199628544168: -8.881784197001252e-16
8.55482480092928+-46.723492486076566: -1.7763568394002505e-15
-10.25719870317053+1.5184544287984922: 2.220446049250313e-16
-11.209671948683967+2.149162633873161: 4.440892098500626e-16
-8.55297714408626+1.7183562195973359: 0.0
-38.168667685147284+-14.417177722114193: -3.552713678800501e-15
-7.407055472677218+0.778422635621987: 0.0
10.128420639909633+8.120278979707964: 0.0
-36.894701273650156+-2.5236204407744043: -3.1086244689504383e-15
-3.0282788204110833+-4.419098320145714: 0.0
-34.06914112857736+-1.839704729208385: 4.440892098500626e-16
-0.6436408351222919+-0.24430158818934244: 0.0
-76.41197924811387+-115.63981438230341: 0.0
31.16591585740958+0.9544807202430935: 3.219646771412954e-15
-9.355368447650436+-74.33152110060402: -1.7763568394002505e-15
2.1271883960734757+18.248699619617597: 8.881784197001252e-16
-40.695498356794864+-3.5452413237061924: 8.881784197001252e-16
-6.834620924488924+-43.16766505238686: 0.0
-8.241465874153453+15.150079111166391: 0.0
-93.30551403172+20.37588801569107: -3.552713678800501e-15
-44.24073968050106+-23.686586243960743: -3.552713678800501e-15
-39.41832171442456+1.754419504511317: -1.5543122344752192e-15
-48.11015629389733+-26.48936178925834: 0.0
-5.43780195912394+4.033100341199465: 0.0
-67.9273259244618+-74.59951808315567: -1.4210854715202004e-14
-15.73395232831253+1.2884749172662278: -4.440892098500626e-16
-36.29539396528142+-16.05156261509706: -3.552713678800501e-15
2.9690446503423304+-7.447377140556798: 0.0
-50.00228597687578+-6.628632837055231: -2.6645352591003757e-15
-35.90884585778574+-1.2349276954697324: -3.552713678800501e-15
2.033885063718365+9.004180146303295: -4.440892098500626e-16
-12.406794711528898+-52.58584540726147: 5.329070518200751e-15
-9.060509314810806+-3.353110713813328: -4.440892098500626e-16
-83.68688954825446+-14.445477411046301: -3.552713678800501e-15
-0.011701770192963368+-23.222407040285447: 6.661338147750939e-16
32.12039657765267+-40.10211643119018: 0.0
-4.478332490214467+11.03806521002166: 0.0
-7.981719853537513+-10.269561713169594: 0.0
-20.902734055604515+7.963143022601023: -8.881784197001252e-16
-40.74208166688529+-29.47690330850999: -7.105427357601002e-15
-142.52684400761746+-12.939591033003492: 3.552713678800501e-15
-192.05179363041728+6.908613237012938: 8.881784197001252e-15
-18.251281566707107+13.646849855746543: 0.0
-72.92962601602892+2.380080035010221: -2.6645352591003757e-15
-70.21898497539527+-64.99264011879038: 0.0
-185.14318039340435+13.087004968852446: -8.881784197001252e-15
-0.8879424233116343+-28.79317727629769: 9.992007221626409e-16
-135.21162509418565+-29.681119699609326: 0.0
-12.413620028624134+-1.4047016179244745: -8.881784197001252e-16
-17.792236943088778+-19.10059704143809: 0.0
-56.63091881393101+-36.89283398452687: 0.0
-37.66390220991324+-8.738744274372038: 0.0
-37.14377355325547+-4.227222839928312: -2.6645352591003757e-15
-155.46643504062095+-2.820008206377584: 9.769962616701378e-15
-172.0561754245519+-13.818321646548608: 3.552713678800501e-15
-93.52375279845788+-52.346956580378475: 0.0
-158.28644324699854+-2.405390439705137: 7.105427357601002e-15
-145.87070937883635+-98.13236695930075: 0.0
-185.8744970711005+13.852139446354542: -1.4210854715202004e-14
-160.6918336867037+-23.23410881047841: -7.105427357601002e-15
-244.0030763381371+-70.5495459810187: 2.842170943040401e-14
-314.55262231915583+-172.02235762474595: 0.0
-4.604431710960563+6.559732719807193: 0.0
-46.40264648428528+-14.123496562646114: 3.552713678800501e-15
-164.89274479379498+-60.526143046931395: 0.0
-225.41888784072637+1.9553010088466296: 1.1546319456101628e-14
-486.5749799439018+-41.37099639318378: -2.1316282072803006e-14
-527.9459763370855+-223.46358683187975: 0.0
-751.4095631689653+-183.9259424971821: -2.842170943040401e-14
20.48784189400356+-11.21356512955339: 0.0
-0.30791344487189987+42.945492178540235: 4.440892098500626e-16
-20.248359916966404+-9.367287176941968: 0.0
2.547985677246249+0.10299704797647277: -2.7755575615628914e-17
-18.84715736540353+16.228309498470434: 0.0
-1.0603637995069939+-7.943514895929857: 6.661338147750939e-16
-22.652619133966244+5.108387384986725: 8.881784197001252e-16
8.180492889784487+-11.45024576744111: 0.0
5.886872254085891+1.3433886735916352: 2.220446049250313e-16
-29.615647093908372+10.142225543882926: 0.0
2.7917032561718544+2.235133372814455: 0.0
0.044434244637932024+-4.575061905192503: 2.7755575615628914e-17
-10.12315452971345+-2.1792337966652733: -8.881784197001252e-16
2.209514796308156+-38.96945095829399: 0.0
-7.781714153403683+-1.8795981568136888: 8.881784197001252e-16
5.02683662898631+-0.11957178717770973: -4.0245584642661925e-16
7.253572582464027+-9.670906263778773: 0.0
-45.30737122602571+-32.84803557614624: -7.105427357601002e-15
-5.178127053693316+-4.099754630803918: 0.0
19.91833974959927+-8.522300399303791: 0.0
-12.549329502333467+21.462470749605252: 0.0
-7.399414905591756+-36.759936161985834: -1.7763568394002505e-15
4.523247045624413+-30.307680501022155: 8.881784197001252e-16
27.980625840549347+-2.6093776070599826: 4.440892098500626e-16
-0.6611659439720394+0.2714084410291198: 0.0
-22.048221334332958+-48.94845966987446: 0.0
4.9072648418086+25.371248233489364: -8.881784197001252e-16
9.684797089079268+4.926774417230754: 8.881784197001252e-16
30.049293237316668+-13.166824175058773: -1.7763568394002505e-15
16.902300337261273+22.75821311113089: -3.552713678800501e-15
-9.661312310217372+-12.183645052891737: 0.0
26.45764282639146+5.597752361795782: 8.881784197001252e-16
-8.985975659965076+-43.649996651715966: 1.7763568394002505e-15
11.396039350295478+30.278513075297965: -3.552713678800501e-15
-44.15935106757759+-19.235439909046903: 0.0
-20.99935695831435+2.046404912094907: 0.0
-5.807079788445673+-3.8747480611549276: 8.881784197001252e-16
-25.784433455397743+20.452887128569923: 0.0
32.05539518818724+38.40979737226315: 0.0
17.446541657493743+-36.7345808525993: 0.0
-7.580997142204004+-70.99668100420742: -6.217248937900877e-15
9.27427676445017+0.14658804494849956: 2.7755575615628914e-17
-11.467673476429269+8.811319689772372: 0.0
10.690151403212544+-78.57767814641142: 5.329070518200751e-15
-0.31915304945373707+-5.331546326827819: 5.551115123125783e-17
5.86579536875798+14.611571506310021: 8.881784197001252e-16
-5.6506993762815565+-1.895768950519328: -4.440892098500626e-16
-19.288039195105558+20.5837307861418: 0.0
-18.952952046219444+-9.277881684497235: 0.0
-78.15540680217194+21.597480120748326: -3.552713678800501e-15
-2.417333681314746+17.929954999590933: 0.0
1.2956915910362419+-8.221786692634376: 0.0
-4.530627660554571+-2.0666103673861476: 4.440892098500626e-16
-0.3897575029429196+-1.7992309135719653: 5.551115123125783e-17
-67.88752674319888+8.913141247271785: 3.552713678800501e-15
-7.546468326800884+1.759188340024651: 0.0
-5.787279986776233+20.94664012139729: 8.881784197001252e-16
-28.01561071860767+-2.0572218666904223: 4.440892098500626e-16
-28.23083373071668+20.477366875068: 0.0
-2.188988416514885+34.26098959769045: -3.552713678800501e-15
-9.681827849600602+-18.396054057935775: 0.0
-9.003878695436851+15.512621318276187: 0.0
39.660513448392166+2.650982725222722: 3.552713678800501e-15
-28.077881907536376+-4.191390237275036: -2.6645352591003757e-15
-13.962067906788949+13.851910755952481: 0.0
15.159360134621057+-0.11150075947073917: 8.326672684688674e-16
-30.072832585298094+7.016999988666496: -1.7763568394002505e-15
-4.530948551053021+16.882469062257897: 8.881784197001252e-16
-21.84495736310911+9.720919176795716: 0.0
9.420864809398669+70.46519256045039: 3.552713678800501e-15
-6.597238027940719+-3.3967468075605254: 0.0
-17.54423174897952+-2.618847866933095: 0.0
-12.302388326378722+-20.231049974696656: 0.0
-3.2697528776566234+28.32325285234634: 1.7763568394002505e-15
-0.11015715083646782+-5.187297600110208: 0.0
15.047859375150317+-4.163776441732069: -8.881784197001252e-16
-56.55792668142361+35.74966156032712: 0.0
1.833562221399426+-7.495324863276545: -4.440892098500626e-16
-32.26927214481141+-52.635972311681044: 0.0
3.226354837781569+-31.114093884146968: -1.7763568394002505e-15
-58.974385495927095+3.176415212188983: -2.220446049250313e-15
7.230260927677526+42.311496173614884: -8.881784197001252e-16
-7.7534668556486785+-3.549476520994266: -8.881784197001252e-16
-5.297454750946676+25.053499974689714: 1.7763568394002505e-15
-32.53343830107538+9.249450472753207: 0.0
12.351520511204875+1.4891314537323934: -8.881784197001252e-16
79.88605736984906+-10.059091693093839: -5.329070518200751e-15
-23.28398782832217+-20.80826512109649: 3.552713678800501e-15
19.756045223743037+32.072001181175565: 0.0
42.637578733668335+-9.993984835501244: 0.0
13.840651964937269+0.7835122377462832: 1.1102230246251565e-16
-6.9260951015981345+2.034632799474045: 4.440892098500626e-16
1.6034777102748998+32.64359389816709: -1.9984014443252818e-15
51.8280464049186+-4.89146230212409: 0.0
10.884082933418249+-11.302943376642943: 0.0
-5.661762641877118+-2.656353786656897: 0.0
-55.79797028373811+41.67455242559345: 0.0
-23.055832596631596+-84.90524445649245: 7.105427357601002e-15
